path	doc_name	sentence	reference	pictos_ref_ids	sense_keys
enregistrement45.wav	EN_Tangram_Cat_Story	où est le chat	where is the cat ?	[[7764], [], [8476], [7114]]	[[], [], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
enregistrement46.wav	EN_Tangram_Cat_Story	où est mon chat	where is my cat ?	[[7764], [7079], [12264], [7114]]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
enregistrement47.wav	EN_Tangram_Cat_Story	je ne peux pas trouver le chat	I can not find the cat	[[6632], [], [11750], [5526], [24741], [], [7114]]	[[], [], [''], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], ['find%2:40:00::', 'regain%2:40:01::', 'locate%2:40:00::', 'turn_up%2:40:00::', 'appear%2:30:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
enregistrement48.wav	EN_Tangram_Cat_Story	monsieur avez vous vu un chat par ici	sir did you see a cat over here	[[4744], [], [], [2474], [8474], [7114], [], [5382]]	[['adult_male%1:18:00::', 'man%1:18:00::', 'sir%1:18:00::', 'silhouette%1:06:00::'], [], [], ['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::'], [], ['here%4:02:00::', 'knuckleball%1:04:00::', 'knuckler%1:04:00::', 'here%4:02:01::', 'hither%4:02:00::']]
enregistrement49.wav	EN_Tangram_Cat_Story	je ne l'ai pas vu mais je vous aide à le trouver	I did not see it but I help you to find it	[[6632], [], [6481], [], [5526], [2474], [11377], [6632], [], [4570], [7041], [], [24774]]	[[], [], [''], [], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], ['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], [], [], ['aid%2:29:00::', 'help%2:29:00::', 'aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'collaborate%2:41:00::', 'cooperate%2:41:00::', 'get_together%2:41:00::', 'join_forces%2:41:00::'], [], [], ['find%2:40:00::', 'regain%2:40:01::', 'locate%2:40:00::', 'turn_up%2:40:00::']]
enregistrement50.wav	EN_Tangram_Cat_Story	ils crient chat	they scream cat	[[], [36137], [7114]]	[[], ['call%2:32:09::', 'cry%2:32:01::', 'holler%2:32:05::', 'hollo%2:32:00::', 'scream%2:32:01::', 'shout%2:32:01::', 'shout_out%2:32:00::', 'squall%2:32:00::', 'yell%2:32:01::'], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
enregistrement51.wav	EN_Tangram_Cat_Story	personne ne répond	no one answers	[[11314], [], [9030]]	[[], [], ['answer%2:32:00::', 'reply%2:32:00::', 'respond%2:32:00::', 'answer%2:31:00::']]
enregistrement52.wav	EN_Semantic_card-Water	l'eau n'a pas d'odeur	the water does not have odor	[[], [6889], [5526], [7271], [], [], [2486]]	[[], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], ['have%2:40:04::', 'own%2:40:00::', 'possess%2:40:00::', 'have%2:40:00::', 'have_got%2:40:00::', 'hold%2:40:00::'], [], [], ['smell%2:39:01::', 'sniff%2:39:00::', 'whiff%2:39:00::']]
enregistrement53.wav	EN_Semantic_card-Water	l'eau a différentes formes solide liquide gazeux	the water has different forms	[[], [6889], [7271], [32394], [4651], [7128], [4768], [6510]]	[[], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], ['have%2:40:04::', 'own%2:40:00::', 'possess%2:40:00::', 'have%2:40:00::', 'have_got%2:40:00::', 'hold%2:40:00::'], ['different%3:00:00::', 'divers%5:00:00:different:00', 'diverse%5:00:02:different:00'], ['form%1:03:00::', 'shape%1:03:00::'], ['ice_cube%1:06:00::'], ['water_glass%1:06:00::'], ['pop%1:13:00::', 'soda%1:13:00::', 'soda_pop%1:13:00::', 'soda_water%1:13:02::', 'tonic%1:13:01::', 'carbonated_water%1:13:00::', 'club_soda%1:13:00::', 'seltzer%1:13:02::', 'soda_water%1:13:00::', 'sparkling_water%1:13:00::']]
enregistrement54.wav	EN_Semantic_card-Water	où se trouve l'eau 	where is the water ?	[[7764], [], [], [], [6889]]	[[], [], [], [], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::']]
enregistrement55.wav	EN_Semantic_card-Water	l'eau sert à boire	the water serves to drink	[[], [6889], [5581], [7194], [6061]]	[[], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['drink%2:34:00::', 'imbibe%2:34:00::']]
enregistrement56.wav	EN_Semantic_card-Water	pluie va t'en	rain ! Go away ! 	[[7148], [], [], []]	[['rain%2:43:00::', 'rain_down%2:43:00::'], [], [], []]
enregistrement57.wav	EN_Semantic_card-Water	reviens un autre jour nous voulons aller dehors et jouer	come again, some other day we want to go outside and play	[[5359], [], [5374], [17054], [], [5441], [2432], [5475], [], [2439]]	[['approach%2:38:00::', 'come_near%2:38:00::', 'come_on%2:38:00::', 'draw_close%2:38:00::', 'draw_near%2:38:00::', 'go_up%2:38:03::', 'near%2:38:00::'], [], ['about%4:02:00::', 'approximately%4:02:00::', 'around%4:02:03::', 'close_to%4:02:00::', 'just_about%4:02:00::', 'more_or_less%4:02:00::', 'or_so%4:02:00::', 'roughly%4:02:00::', 'some%4:02:00::', 'some%5:00:00:extraordinary:00', 'several%5:00:00:some:00', 'respective%5:00:00:individual:00', 'several%5:00:00:individual:00', 'various%5:00:00:individual:00'], ['other%3:00:00::', 'another%5:00:00:other:00', 'some_other%5:00:00:other:00'], [], ['desire%2:37:00::', 'want%2:37:00::', 'need%2:34:00::', 'require%2:34:00::', 'want%2:34:00::', 'want%2:31:01::', 'wish%2:32:02::', 'wish%2:32:01::', 'feel_like%2:37:00::'], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], ['outside%4:02:01::'], [], ['play%2:41:03::', 'play%2:41:00::', 'recreate%2:41:00::']]
enregistrement58.wav	EN_Semantic_card-Water	oui je sais que tu aimes rester mais maintenant nous ne pouvons pas aller dehors et jouer pour fêter mon anniversaire	yes I know you like to stay but now we can not go outside and play to celebrate my birthday	[[5583], [], [26405], [], [12281], [5441], [5858], [], [7131], [], [5526], [], [], [], [5475], [], [2439], [], [], [], []]	[['yes%1:10:00::', 'affirmatively%4:02:00::', 'affirm%2:32:01::', 'affirm%2:32:00::', 'assert%2:32:00::', 'aver%2:32:00::', 'avow%2:32:00::', 'swan%2:32:00::', 'swear%2:32:03::', 'verify%2:32:03::'], [], ['cognise%2:31:00::', 'cognize%2:31:00::', 'know%2:31:01::'], [], [], ['desire%2:37:00::', 'want%2:37:00::', 'need%2:34:00::', 'require%2:34:00::', 'want%2:34:00::', 'want%2:31:01::', 'wish%2:32:02::', 'wish%2:32:01::', 'feel_like%2:37:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['today%4:02:00::'], [], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], [], [], [], ['outside%4:02:01::'], [], ['play%2:41:03::', 'play%2:41:00::', 'recreate%2:41:00::'], [], [], [], []]
enregistrement59.wav	EN_Semantic_card-Water	c'est dans le robinet	it is in the tap	[[], [5465], [7034], [], [3339]]	[[], ['be%2:42:05::'], [], [], ['hydrant%1:06:01::', 'tap%1:06:00::', 'water_faucet%1:06:00::', 'water_tap%1:06:00::']]
enregistrement60.wav	EN_Semantic_card-Water	c'est dans la mer	it is in the sea	[[], [5465], [7034], [], [2925]]	[[], ['be%2:42:05::'], [], [], ['sea%1:17:00::', 'ocean%1:17:00::']]
enregistrement61.wav	EN_Semantic_card-Water	tombe du ciel et va vers le ciel	falls from the sky and to the sky it goes	[[6215], [7074], [6978], [], [8142], [], [], [6978]]	[['let_go%2:35:00::', 'let_go_of%2:35:00::', 'release%2:35:00::', 'relinquish%2:35:02::', 'drop%2:38:05::', 'drop_down%2:38:00::', 'sink%2:38:01::', 'drop%2:38:00::', 'cast%2:35:01::', 'cast_off%2:35:00::', 'drop%2:35:01::', 'shake_off%2:35:00::', 'shed%2:35:01::', 'throw%2:35:07::', 'throw_away%2:35:00::', 'throw_off%2:35:00::'], [], ['celestial_sphere%1:15:00::', 'empyrean%1:15:00::', 'firmament%1:15:00::', 'heavens%1:15:00::', 'sphere%1:15:01::', 'vault_of_heaven%1:15:00::', 'welkin%1:15:00::', 'sky%1:17:00::', 'star%1:17:00::'], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], [], [], ['celestial_sphere%1:15:00::', 'empyrean%1:15:00::', 'firmament%1:15:00::', 'heavens%1:15:00::', 'sphere%1:15:01::', 'vault_of_heaven%1:15:00::', 'welkin%1:15:00::', 'sky%1:17:00::', 'star%1:17:00::']]
enregistrement62.wav	EN_Semantic_card-Water	la rivière nous donne de l'eau pour boire	the river gives us water to drink	[[], [2811], [7186], [17038], [], [], [6889], [7194], [6061]]	[[], ['river%1:17:00::'], [], ['give%2:40:00::', 'offer%2:40:00::', 'proffer%2:40:00::', 'give%2:40:06::', 'hand%2:40:00::', 'pass%2:40:00::', 'pass_on%2:40:01::', 'reach%2:40:00::', 'turn_over%2:40:00::'], [], [], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], [], ['drink%2:34:00::', 'imbibe%2:34:00::']]
enregistrement63.wav	EU_Olentzeroren_abestia	Olentzero nous a quitté vers la montagne pour travailler faire du charbon 	olentzero joan zaigu mendira lanera intentziuarekin ikatz egitera.	[[27017], [], [], [8142], [], [], [2909], [], [], [32751], [], [5943]]	[['fable%1:10:01::', 'legend%1:10:01::', 'fabled%5:00:00:unreal:00', 'legendary%5:00:00:unreal:00', 'character%1:18:02::', 'fictional_character%1:18:00::', 'fictitious_character%1:18:00::'], [], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], [], [], ['mount%1:17:00::', 'mountain%1:17:00::'], [], [], ['do%2:36:00::', 'make%2:36:05::', 'make%2:36:11::', 'do%2:36:01::', 'execute%2:36:01::', 'perform%2:36:00::'], [], ['coal%1:27:00::']]
enregistrement64.wav	EU_Olentzeroren_abestia	Quand il a entendu que Jésus était né il est venu en courant donner la bonne nouvelle	aditu zuenian, jesus jaio zala lasterka etorri zan, berri ematera.	[[], [], [], [6572], [], [7177], [], [], [], [], [], [], [6465], [], [], [], [6517]]	[[], [], [], ['hear%2:39:05::', 'listen%2:39:01::', 'take_heed%2:39:00::', 'hear%2:39:00::'], [], ['christ%1:18:00::', 'deliverer%1:18:03::', 'good_shepherd%1:18:00::', 'jesus%1:18:00::', 'jesus_christ%1:18:00::', 'jesus_of_nazareth%1:18:00::', 'redeemer%1:18:00::', 'savior%1:18:01::', 'saviour%1:18:01::', 'the_nazarene%1:18:00::'], [], [], [], [], [], [], ['run%2:38:00::', 'run%2:38:05::'], [], [], [], ['speak%2:32:02::', 'talk%2:32:03::', 'chaffer%2:32:00::', 'chat%2:32:00::', 'chatter%2:32:01::', 'chew_the_fat%2:32:00::', 'chit-chat%2:32:00::', 'chitchat%2:32:00::', 'claver%2:32:00::', 'confab%2:32:00::', 'confabulate%2:32:00::', 'gossip%2:32:01::', 'jaw%2:32:00::', 'natter%2:32:00::', 'shoot_the_breeze%2:32:00::', 'visit%2:32:00::', 'converse%2:32:00::', 'discourse%2:32:01::']]
enregistrement65.wav	EU_Olentzeroren_abestia	Voilà notre Olentzero celui qui a la pipe dans les dents et est assis 	horra, horra! gure olentzero! pipa hortzetan duela, eserita dago.	[[6564], [7186], [27017], [], [], [], [], [4722], [], [], [2737], [], [], [25083]]	[['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], ['fable%1:10:01::', 'legend%1:10:01::', 'fabled%5:00:00:unreal:00', 'legendary%5:00:00:unreal:00', 'character%1:18:02::', 'fictional_character%1:18:00::', 'fictitious_character%1:18:00::'], [], [], [], [], ['pipe%1:06:01::', 'tobacco_pipe%1:06:00::'], [], [], ['dentition%1:08:00::', 'teeth%1:08:00::'], [], [], ['sit%2:35:00::', 'sit_down%2:35:03::', 'sit%2:38:00::', 'sit_down%2:38:00::']]
enregistrement66.wav	EU_Olentzeroren_abestia	Il a aussi un chapon et des oeufs	kapoiak ere baitu arrautzatxuakin,	[[], [], [], [], [2404], [], [], [2427]]	[[], [], [], [], ['chicken%1:05:01::', 'gallus_gallus%1:05:02::', 'cock%1:05:01::', 'rooster%1:05:00::'], [], [], ['egg%1:13:00::', 'eggs%1:13:00::', 'egg%1:05:00::']]
enregistrement67.wav	EU_Olentzeroren_abestia	Demain pour déjeuner avec la bouteille de vin	bihar meriendatzeko botila arduakin.	[[7152], [], [28669], [], [], [], [], [2614]]	[['tomorrow%4:02:00::'], [], ['lunch%2:34:00::'], [], [], [], [], ['vino%1:13:00::', 'wine%1:13:00::', 'wine_bottle%1:06:00::', 'red_wine%1:13:00::']]
enregistrement68.wav	Protocolo_Coger_via	Ils vont me poser une perfusion	Me van a poner una via	[[6632], [], [], [6989], [], [29812]]	[[], [], [], ['lay%2:35:01::', 'place%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'put%2:35:00::', 'set%2:35:00::', 'put%2:35:05::'], [], ['intravenous_feeding%1:04:00::', 'iv%1:04:00::', 'intravenously%4:02:00::', 'endovenous%3:01:00::', 'intravenous%3:01:00::']]
enregistrement69.wav	Protocolo_Coger_via	Le docteur demande à l’infirmière de me poser une perfusion	el médico le dice a la enfermera que me ponga una via	[[], [2467], [9693], [], [], [2375], [], [], [6989], [], [29812]]	[[], ['doc%1:18:00::', 'doctor%1:18:00::', 'dr.%1:18:00::', 'md%1:18:00::', 'medico%1:18:00::', 'physician%1:18:00::'], ['articulate%2:32:00::', 'enounce%2:32:00::', 'enunciate%2:32:01::', 'pronounce%2:32:01::', 'say%2:32:02::', 'sound_out%2:32:01::', 'say%2:32:00::', 'state%2:32:00::', 'tell%2:32:04::', 'express%2:32:00::', 'give_tongue_to%2:32:00::', 'utter%2:32:01::', 'verbalise%2:32:03::', 'verbalize%2:32:03::'], [], [], ['nurse%1:18:00::', 'np%1:18:00::', 'nurse_clinician%1:18:00::', 'nurse_practitioner%1:18:00::'], [], [], ['lay%2:35:01::', 'place%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'put%2:35:00::', 'set%2:35:00::', 'put%2:35:05::'], [], ['intravenous_feeding%1:04:00::', 'iv%1:04:00::', 'intravenously%4:02:00::', 'endovenous%3:01:00::', 'intravenous%3:01:00::']]
enregistrement70.wav	Protocolo_Coger_via	il est utilisé pour introduire des médicaments et du sérum dans la veine et il fait effet plus rapidement	sirve para poner medicacion y suero en la vena y haga efecto antes	[[], [], [6989], [], [], [], [36504], [], [], [5927], [], [], [10270], [], [], [11749], [], [], [13028]]	[[], [], ['lay%2:35:01::', 'place%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'put%2:35:00::', 'set%2:35:00::', 'put%2:35:05::'], [], [], [], ['vitamin%1:27:00::'], [], [], ['saline%1:27:00::', 'saline_solution%1:27:00::'], [], [], ['vein%1:08:00::', 'vena%1:08:00::', 'venous_blood_vessel%1:08:00::'], [], [], ['do%2:36:00::', 'make%2:36:05::', 'do%2:41:01::', 'make%2:41:00::', 'create%2:36:03::', 'make%2:36:01::', 'produce%2:36:00::'], [], [], ['before%4:02:03::', 'earlier%4:02:00::']]
enregistrement71.wav	Protocolo_Coger_via	Je m'allonge sur la civière et je tends mon bras 	me tumbo en la camilla y estiro el brazo 	[[], [], [22205], [], [], [5937], [], [], [], [], [2669]]	[[], [], ['lie%2:38:00::', 'lie_down%2:38:00::', 'upward%5:00:00:up:00'], [], [], ['stretcher%1:06:00::'], [], [], [], [], ['arm%1:08:00::']]
enregistrement72.wav	Protocolo_Coger_via	Parfois ils me mettent de la pommade pour que ça ne fasse pas mal	A veces, me ponen pomada para que no me duela	[[27387], [], [], [], [], [], [3376], [], [], [], [], [], [], [7775]]	[['sometimes%4:02:01::', 'twice%4:02:00::'], [], [], [], [], [], ['balm%1:06:00::', 'ointment%1:06:00::', 'salve%1:06:00::', 'unction%1:06:00::', 'unguent%1:06:00::', 'cream%1:06:00::', 'emollient%1:06:00::', 'ointment%1:06:01::'], [], [], [], [], [], [], ['backache%1:26:00::']]
enregistrement73.wav	Protocolo_Coger_via	si je suis nerveux je peux prendre un aérosol	si estoy nervioso me pueden poner un aerosol	[[], [], [], [11312], [], [], [], [], [30126]]	[[], [], [], ['anxious%5:00:00:troubled:00', 'nervous%5:00:00:troubled:00', 'queasy%5:00:00:troubled:00', 'uneasy%5:00:00:troubled:00', 'unquiet%5:00:00:troubled:00', 'heebie-jeebies%1:26:00::', 'jitters%1:26:00::', 'screaming_meemies%1:26:00::', 'nerves%1:26:00::', 'nervousness%1:26:00::'], [], [], [], [], ['aerosol%1:06:00::', 'aerosol_bomb%1:06:00::', 'aerosol_can%1:06:00::', 'aerosol_container%1:06:00::', 'spray_can%1:06:00::', 'oxygen_mask%1:06:00::', 'inhalator%1:06:00::', 'inhaler%1:06:00::']]
enregistrement74.wav	Protocolo_Coger_via	Je tends mon bras je ferme le poing et je mets le garrot	estiro el brazo cierro el puno y me ponen el torniquete	[[], [], [], [2669], [], [], [], [16865], [], [], [], [], [30144]]	[[], [], [], ['arm%1:08:00::'], [], [], [], ['clenched_fist%1:08:00::', 'fist%1:08:00::'], [], [], [], [], ['compression_bandage%1:06:00::', 'tourniquet%1:06:00::']]
enregistrement75.wav	Protocolo_Coger_via	l'infirmière prépare le sérum ou le médicament et le système 	la enfermera prepara el suero o medicacion y el sistema 	[[], [2375], [6190], [], [5927], [], [], [36504], [], [], [33118]]	[[], ['nurse%1:18:00::', 'np%1:18:00::', 'nurse_clinician%1:18:00::', 'nurse_practitioner%1:18:00::'], ['fix%2:30:03::', 'gear_up%2:30:00::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set%2:30:09::', 'set_up%2:30:02::'], [], ['saline%1:27:00::', 'saline_solution%1:27:00::'], [], [], ['vitamin%1:27:00::'], [], [], ['catheter%1:06:00::', 'alimentation%1:04:00::', 'feeding%1:04:01::']]
enregistrement76.wav	Protocolo_Coger_via	Prenez le pouls pour trouver la veine et placez le cathéter	coge el pulso para encontrar la vena y coloca el catéter	[[], [], [27122], [], [9927], [], [10270], [], [6989], [], [31354]]	[[], [], ['heart_rate%1:28:00::', 'pulse%1:28:00::', 'pulse_rate%1:28:00::', 'beat%1:11:00::', 'heartbeat%1:11:00::', 'pulsation%1:11:02::', 'pulse%1:11:00::', 'take%2:30:08::'], [], ['hand_glass%1:06:00::', 'magnifying_glass%1:06:00::', 'simple_microscope%1:06:00::'], [], ['vein%1:08:00::', 'vena%1:08:00::', 'venous_blood_vessel%1:08:00::'], [], ['lay%2:35:01::', 'place%2:35:00::', 'pose%2:35:02::', 'position%2:35:00::', 'put%2:35:00::', 'set%2:35:00::', 'put%2:35:05::'], [], ['extraction%1:22:00::', 'draw_out%2:35:05::', 'extract%2:35:04::', 'pull%2:35:10::', 'pull_out%2:35:00::', 'pull_up%2:35:00::', 'rip_out%2:35:00::', 'take_out%2:35:09::', 'tear_out%2:35:00::', 'analysis%1:04:00::', 'blood_test%1:09:00::']]
